Fecha,Tipo de Emisión,Nivel de Emisión (ppm),Fuente de Emisión,Consumo de Electricidad (kWh),Consumo de Gas Natural (m³),Volumen de Agua (m³),Tipo de Residuo,Cantidad de Residuo (kg),Método de Disposición,Concentración de Contaminante (ppm),Localización de Medición,Cumplimiento Normativo,Contador de Registros
2015-07-24,VOC,99,Maquinaria de Ensamble,469,15,43,No peligroso,9,Vertedero,0.009167983961295229,En los alrededores,Sí,205
2015-07-25,HAP,87,Procesos de Pintura,404,48,33,No peligroso,1,Reciclaje,0.004106635626754261,En los alrededores,Sí,206
2015-07-26,CO2,24,Hornos de Secado,183,80,22,Reciclable,5,Reciclaje,0.006951201910566567,En los alrededores,Sí,207
2015-07-27,NOx,34,Maquinaria de Ensamble,462,62,42,Reciclable,6,Vertedero,0.005578596881880269,En los alrededores,Sí,208
2015-07-28,CO2,21,Maquinaria de Ensamble,272,65,20,No peligroso,10,Vertedero,0.005770623405843835,Dentro de la planta,Sí,209
2015-07-29,HAP,65,Maquinaria de Ensamble,461,30,33,No peligroso,3,Reciclaje,0.004720194879386456,Dentro de la planta,Sí,210
2015-07-30,HAP,27,Maquinaria de Ensamble,189,72,36,Peligroso,2,Incineración,0.001629122798323431,En los alrededores,Sí,211
2015-07-31,CO2,95,Maquinaria de Ensamble,336,68,24,Reciclable,8,Incineración,0.0032672171746794157,Dentro de la planta,Sí,212
2015-08-01,CO2,88,Procesos de Pintura,282,92,50,No peligroso,9,Reciclaje,0.004530038935776885,En los alrededores,Sí,213
2015-08-02,CO2,70,Procesos de Pintura,350,52,27,No peligroso,2,Incineración,0.008146574670673916,Dentro de la planta,Sí,214
2015-08-03,NOx,75,Procesos de Pintura,416,23,32,No peligroso,6,Incineración,0.008557463502932398,En los alrededores,Sí,215
2015-08-04,HAP,90,Maquinaria de Ensamble,139,25,43,Reciclable,7,Reciclaje,0.003331159685900347,Dentro de la planta,Sí,216
2015-08-05,VOC,25,Hornos de Secado,310,90,20,No peligroso,3,Vertedero,0.0012689259301296425,En los alrededores,Sí,217
2015-08-06,HAP,18,Procesos de Pintura,381,96,29,Reciclable,6,Vertedero,0.0068260509553884335,En los alrededores,Sí,218
2015-08-07,HAP,74,Maquinaria de Ensamble,442,86,37,No peligroso,9,Incineración,0.006374994168309525,En los alrededores,Sí,219
2015-08-08,NOx,57,Maquinaria de Ensamble,447,42,10,Reciclable,8,Reciclaje,0.005085356937048568,En los alrededores,Sí,220
2015-08-09,NOx,46,Procesos de Pintura,315,100,46,No peligroso,2,Incineración,0.0037409412027019162,Dentro de la planta,Sí,221
2015-08-10,NOx,22,Procesos de Pintura,159,42,20,Peligroso,5,Incineración,0.0051474430572673235,Dentro de la planta,Sí,222
2015-08-11,CO2,17,Procesos de Pintura,490,69,16,Peligroso,5,Reciclaje,0.0071014195971255,Dentro de la planta,Sí,223
2015-08-12,HAP,9,Maquinaria de Ensamble,413,87,11,Reciclable,4,Reciclaje,0.0034540224804880627,Dentro de la planta,Sí,224
2015-08-13,NOx,29,Procesos de Pintura,292,35,47,Peligroso,2,Reciclaje,0.009003929576062875,Dentro de la planta,Sí,225
2015-08-14,HAP,27,Maquinaria de Ensamble,288,52,35,Reciclable,3,Vertedero,0.006710110808444275,Dentro de la planta,Sí,226
2015-08-15,VOC,16,Procesos de Pintura,471,16,44,Reciclable,3,Vertedero,0.0017598273670376328,En los alrededores,Sí,227
2015-08-16,HAP,13,Procesos de Pintura,177,60,47,Peligroso,7,Incineración,0.00451410016365681,En los alrededores,Sí,228
2015-08-17,HAP,83,Procesos de Pintura,255,28,30,Peligroso,4,Vertedero,0.009928735694573282,Dentro de la planta,Sí,229
2015-08-18,HAP,90,Hornos de Secado,173,53,29,Peligroso,3,Reciclaje,0.005310021554785348,En los alrededores,Sí,230
2015-08-19,HAP,73,Procesos de Pintura,397,73,13,Peligroso,2,Reciclaje,0.008884689952221088,En los alrededores,Sí,231
2015-08-20,CO2,3,Maquinaria de Ensamble,290,54,30,Reciclable,2,Reciclaje,0.00777644322904411,Dentro de la planta,Sí,232
2015-08-21,HAP,93,Hornos de Secado,420,59,36,Peligroso,2,Reciclaje,0.00783001566625154,Dentro de la planta,Sí,233
2015-08-22,CO2,45,Procesos de Pintura,470,49,45,Peligroso,7,Reciclaje,0.005751172024869829,En los alrededores,Sí,234
2015-08-23,VOC,47,Procesos de Pintura,466,11,20,No peligroso,5,Reciclaje,0.004811926155829825,En los alrededores,Sí,235
2015-08-24,HAP,44,Procesos de Pintura,338,93,37,Peligroso,3,Reciclaje,0.008653154701767257,En los alrededores,Sí,236
2015-08-25,VOC,61,Hornos de Secado,150,56,17,Reciclable,6,Vertedero,0.003816569770897369,Dentro de la planta,Sí,237
2015-08-26,CO2,53,Procesos de Pintura,433,93,47,No peligroso,2,Reciclaje,0.009741017037225956,En los alrededores,Sí,238
2015-08-27,HAP,63,Procesos de Pintura,147,100,18,No peligroso,10,Incineración,0.003468776447365827,En los alrededores,Sí,239
2015-08-28,HAP,70,Hornos de Secado,396,19,16,Reciclable,5,Incineración,0.0017833868019515263,Dentro de la planta,Sí,240
2015-08-29,NOx,31,Maquinaria de Ensamble,220,54,31,Reciclable,5,Vertedero,0.007464557724504084,Dentro de la planta,Sí,241
2015-08-30,NOx,50,Procesos de Pintura,298,88,33,Reciclable,8,Incineración,0.00870783455655478,En los alrededores,Sí,242
2015-08-31,VOC,47,Hornos de Secado,196,84,24,Reciclable,10,Incineración,0.00996550739035271,En los alrededores,Sí,243
2015-09-01,NOx,3,Maquinaria de Ensamble,359,63,31,Peligroso,5,Incineración,0.004224696839365386,En los alrededores,Sí,244
2015-09-02,VOC,14,Procesos de Pintura,295,86,37,No peligroso,7,Vertedero,0.006666897799522493,Dentro de la planta,Sí,245
2015-09-03,VOC,99,Hornos de Secado,222,59,14,No peligroso,8,Vertedero,0.002221316177691084,En los alrededores,Sí,246
2015-09-04,CO2,85,Hornos de Secado,370,88,24,Peligroso,8,Vertedero,0.005707251606175517,En los alrededores,Sí,247
2015-09-05,HAP,20,Maquinaria de Ensamble,381,61,10,No peligroso,9,Incineración,0.005897949381540798,Dentro de la planta,Sí,248
2015-09-06,CO2,69,Maquinaria de Ensamble,326,20,47,Peligroso,10,Vertedero,0.002289678460701862,Dentro de la planta,Sí,249
2015-09-07,VOC,68,Maquinaria de Ensamble,246,19,11,No peligroso,5,Vertedero,0.0023916714907245714,Dentro de la planta,Sí,250
2015-09-08,CO2,13,Maquinaria de Ensamble,243,78,35,Reciclable,3,Incineración,0.005190508088899503,En los alrededores,Sí,251
2015-09-09,NOx,81,Procesos de Pintura,317,43,42,Peligroso,7,Reciclaje,0.004048422154950994,Dentro de la planta,Sí,252
2015-09-10,NOx,11,Hornos de Secado,221,95,14,Peligroso,4,Incineración,0.001140605979193793,En los alrededores,Sí,253
2015-09-11,CO2,18,Hornos de Secado,348,90,20,No peligroso,7,Incineración,0.005254273658752654,En los alrededores,Sí,254
2015-09-12,VOC,76,Procesos de Pintura,101,73,11,No peligroso,10,Incineración,0.003538463305146703,En los alrededores,Sí,255
2015-09-13,VOC,42,Maquinaria de Ensamble,283,38,16,No peligroso,7,Reciclaje,0.009278497418985104,En los alrededores,Sí,256
2015-09-14,NOx,34,Hornos de Secado,455,73,10,Reciclable,5,Incineración,0.0026168693395044497,En los alrededores,Sí,257
2015-09-15,VOC,49,Procesos de Pintura,262,67,19,Peligroso,2,Reciclaje,0.006317369560836616,Dentro de la planta,Sí,258
2015-09-16,VOC,14,Procesos de Pintura,382,54,27,Reciclable,10,Incineración,0.0051901806337699705,En los alrededores,Sí,259
2015-09-17,HAP,92,Hornos de Secado,209,60,11,No peligroso,5,Incineración,0.009396253736549214,En los alrededores,Sí,260
2015-09-18,HAP,23,Hornos de Secado,484,80,41,Peligroso,7,Incineración,0.004754172492165393,En los alrededores,Sí,261
2015-09-19,NOx,50,Procesos de Pintura,414,41,37,Reciclable,5,Reciclaje,0.00912584703873429,Dentro de la planta,Sí,262
2015-09-20,CO2,95,Maquinaria de Ensamble,270,69,11,Reciclable,3,Reciclaje,0.0032870026709833156,En los alrededores,Sí,263
2015-09-21,VOC,86,Maquinaria de Ensamble,249,42,24,Peligroso,8,Reciclaje,0.003918463148714756,Dentro de la planta,Sí,264
2015-09-22,NOx,62,Procesos de Pintura,288,74,13,No peligroso,6,Vertedero,0.0034973402703449234,Dentro de la planta,Sí,265
2015-09-23,NOx,52,Maquinaria de Ensamble,289,56,23,Peligroso,3,Incineración,0.002345141138670016,En los alrededores,Sí,266
2015-09-24,HAP,55,Hornos de Secado,459,78,23,No peligroso,5,Vertedero,0.004913724640845254,Dentro de la planta,Sí,267
2015-09-25,HAP,77,Hornos de Secado,203,80,41,No peligroso,9,Vertedero,0.001522000145029163,Dentro de la planta,Sí,268
2015-09-26,NOx,18,Hornos de Secado,136,84,31,Peligroso,6,Vertedero,0.006068883667971111,Dentro de la planta,Sí,269
2015-09-27,HAP,2,Maquinaria de Ensamble,232,14,15,No peligroso,2,Reciclaje,0.004137697145652427,En los alrededores,Sí,270
2015-09-28,NOx,5,Procesos de Pintura,367,51,22,No peligroso,3,Incineración,0.0019415186474583995,Dentro de la planta,Sí,271
2015-09-29,NOx,88,Procesos de Pintura,306,35,42,Reciclable,6,Incineración,0.0047145096135118355,En los alrededores,Sí,272
2015-09-30,VOC,10,Procesos de Pintura,265,74,24,No peligroso,10,Vertedero,0.00581168966776132,Dentro de la planta,Sí,273
2015-10-01,NOx,24,Hornos de Secado,387,39,48,Peligroso,1,Reciclaje,0.0025157857068429483,Dentro de la planta,Sí,274
2015-10-02,NOx,44,Hornos de Secado,270,57,15,No peligroso,2,Incineración,0.005825425823807506,En los alrededores,Sí,275
2015-10-03,HAP,81,Maquinaria de Ensamble,173,93,40,Reciclable,9,Vertedero,0.004107719437473122,Dentro de la planta,Sí,276
2015-10-04,CO2,53,Maquinaria de Ensamble,221,12,14,Peligroso,6,Incineración,0.007700137406135947,En los alrededores,Sí,277
2015-10-05,HAP,84,Procesos de Pintura,416,26,11,No peligroso,7,Vertedero,0.002421747698151128,Dentro de la planta,Sí,278
2015-10-06,CO2,36,Procesos de Pintura,482,53,14,Peligroso,6,Incineración,0.0015844361126905078,Dentro de la planta,Sí,279
2015-10-07,VOC,47,Maquinaria de Ensamble,129,18,50,Reciclable,8,Reciclaje,0.004504344896839338,En los alrededores,Sí,280
2015-10-08,HAP,55,Procesos de Pintura,208,28,33,Peligroso,3,Reciclaje,0.0038338724389185056,En los alrededores,Sí,281
2015-10-09,CO2,70,Maquinaria de Ensamble,470,23,46,No peligroso,3,Vertedero,0.0028603102351981323,Dentro de la planta,Sí,282
2015-10-10,CO2,96,Procesos de Pintura,325,26,41,Peligroso,3,Vertedero,0.0021123237673481288,En los alrededores,Sí,283
2015-10-11,CO2,90,Procesos de Pintura,446,34,30,Reciclable,10,Reciclaje,0.005322138667427612,En los alrededores,Sí,284
2015-10-12,HAP,82,Procesos de Pintura,468,98,39,Peligroso,1,Reciclaje,0.004947612323870959,En los alrededores,Sí,285
2015-10-13,NOx,99,Maquinaria de Ensamble,237,67,18,No peligroso,3,Incineración,0.001983200379544593,Dentro de la planta,Sí,286
2015-10-14,HAP,92,Maquinaria de Ensamble,257,22,45,Reciclable,3,Vertedero,0.0026108256877246786,Dentro de la planta,Sí,287
2015-10-15,NOx,30,Maquinaria de Ensamble,139,35,28,Reciclable,8,Vertedero,0.004459340290914999,Dentro de la planta,Sí,288
2015-10-16,VOC,60,Procesos de Pintura,345,97,16,Reciclable,8,Reciclaje,0.0061902656666145885,Dentro de la planta,Sí,289
2015-10-17,HAP,33,Hornos de Secado,238,53,29,Reciclable,8,Vertedero,0.003448388183157974,Dentro de la planta,Sí,290
2015-10-18,CO2,84,Procesos de Pintura,105,17,50,Peligroso,7,Incineración,0.007737303788149295,En los alrededores,Sí,291
2015-10-19,VOC,67,Hornos de Secado,207,27,19,Peligroso,1,Vertedero,0.0036468215222468076,En los alrededores,Sí,292
2015-10-20,VOC,44,Maquinaria de Ensamble,409,31,40,Reciclable,2,Incineración,0.0033222328639381316,Dentro de la planta,Sí,293
2015-10-21,CO2,78,Maquinaria de Ensamble,141,62,34,Reciclable,9,Incineración,0.0022191897863069656,Dentro de la planta,Sí,294
2015-10-22,HAP,62,Hornos de Secado,244,84,32,Reciclable,6,Reciclaje,0.009936138752878333,Dentro de la planta,Sí,295
2015-10-23,HAP,93,Hornos de Secado,289,65,39,No peligroso,4,Incineración,0.0040692722166206455,En los alrededores,Sí,296
2015-10-24,VOC,58,Hornos de Secado,430,54,27,Peligroso,4,Incineración,0.0015141191950600842,En los alrededores,Sí,297
2015-10-25,CO2,27,Hornos de Secado,178,61,34,No peligroso,5,Vertedero,0.0074672408626008544,Dentro de la planta,Sí,298
2015-10-26,NOx,15,Maquinaria de Ensamble,400,67,32,Peligroso,1,Vertedero,0.001959045456886157,Dentro de la planta,Sí,299
2015-10-27,CO2,93,Procesos de Pintura,293,42,34,Reciclable,6,Reciclaje,0.00865070875684235,Dentro de la planta,Sí,300
2015-10-28,CO2,58,Procesos de Pintura,213,14,19,Reciclable,9,Incineración,0.006445646025879721,Dentro de la planta,Sí,301
2015-10-29,HAP,32,Maquinaria de Ensamble,197,43,35,No peligroso,3,Vertedero,0.0055678109247042085,En los alrededores,Sí,302
2015-10-30,NOx,34,Hornos de Secado,366,65,43,Peligroso,9,Reciclaje,0.002503880706530472,En los alrededores,Sí,303
2015-10-31,HAP,3,Procesos de Pintura,284,29,25,No peligroso,2,Vertedero,0.00344024106294984,Dentro de la planta,Sí,304
2015-11-01,NOx,99,Hornos de Secado,496,57,29,No peligroso,6,Incineración,0.002217699460816915,Dentro de la planta,Sí,305
2015-11-02,HAP,87,Hornos de Secado,161,33,34,Peligroso,10,Reciclaje,0.009895600821019604,Dentro de la planta,Sí,306
2015-11-03,NOx,94,Maquinaria de Ensamble,207,35,39,Reciclable,1,Vertedero,0.008450047204357455,En los alrededores,Sí,307
2015-11-04,NOx,73,Maquinaria de Ensamble,341,56,40,No peligroso,9,Reciclaje,0.004533670236196318,Dentro de la planta,Sí,308
2015-11-05,CO2,74,Procesos de Pintura,239,38,45,Peligroso,1,Reciclaje,0.002049828046823282,En los alrededores,Sí,309
2015-11-06,HAP,64,Hornos de Secado,120,56,19,Reciclable,4,Reciclaje,0.005682034032074821,En los alrededores,Sí,310
2015-11-07,CO2,33,Hornos de Secado,173,64,48,Reciclable,7,Incineración,0.0059932556563893485,Dentro de la planta,Sí,311
2015-11-08,CO2,48,Procesos de Pintura,356,20,35,Peligroso,7,Vertedero,0.00781307618357479,En los alrededores,Sí,312
2015-11-09,VOC,60,Procesos de Pintura,106,87,13,No peligroso,3,Vertedero,0.0011693850354873845,Dentro de la planta,Sí,313
2015-11-10,VOC,19,Maquinaria de Ensamble,477,88,37,No peligroso,5,Incineración,0.007289810692953608,Dentro de la planta,Sí,314
2015-11-11,NOx,30,Maquinaria de Ensamble,293,49,47,No peligroso,4,Reciclaje,0.00967868202065704,Dentro de la planta,Sí,315
2015-11-12,CO2,98,Procesos de Pintura,203,44,49,No peligroso,7,Incineración,0.0054537973948764855,En los alrededores,Sí,316
2015-11-13,CO2,52,Hornos de Secado,123,83,47,No peligroso,10,Incineración,0.009164085789668961,Dentro de la planta,Sí,317
2015-11-14,CO2,63,Procesos de Pintura,354,53,34,Peligroso,5,Incineración,0.004536246857103599,En los alrededores,Sí,318
2015-11-15,VOC,89,Maquinaria de Ensamble,267,92,37,No peligroso,5,Reciclaje,0.006274278633176937,Dentro de la planta,Sí,319
2015-11-16,VOC,42,Maquinaria de Ensamble,265,54,50,Peligroso,3,Vertedero,0.004885989280280933,En los alrededores,Sí,320
2015-11-17,HAP,88,Hornos de Secado,205,91,19,No peligroso,2,Incineración,0.0040515332038356215,En los alrededores,Sí,321
2015-11-18,VOC,24,Hornos de Secado,388,57,47,Reciclable,1,Reciclaje,0.008749339619237672,En los alrededores,Sí,322
2015-11-19,VOC,64,Procesos de Pintura,420,86,38,Reciclable,2,Incineración,0.0029236227018884092,En los alrededores,Sí,323
2015-11-20,HAP,58,Procesos de Pintura,432,67,21,No peligroso,5,Reciclaje,0.00929739472448092,En los alrededores,Sí,324
2015-11-21,VOC,17,Hornos de Secado,371,30,14,No peligroso,5,Incineración,0.002811305929981349,En los alrededores,Sí,325
2015-11-22,VOC,85,Procesos de Pintura,222,50,44,Peligroso,5,Vertedero,0.008393345842678018,Dentro de la planta,Sí,326
2015-11-23,CO2,57,Maquinaria de Ensamble,181,46,40,No peligroso,3,Reciclaje,0.0018788010302874802,Dentro de la planta,Sí,327
2015-11-24,HAP,22,Hornos de Secado,419,53,27,Reciclable,10,Reciclaje,0.004741284541031244,En los alrededores,Sí,328
2015-11-25,VOC,63,Procesos de Pintura,232,99,16,Peligroso,6,Reciclaje,0.0031669075247834967,En los alrededores,Sí,329
2015-11-26,VOC,76,Maquinaria de Ensamble,438,87,41,Peligroso,9,Vertedero,0.0071840800136121746,En los alrededores,Sí,330
2015-11-27,VOC,98,Maquinaria de Ensamble,498,33,35,No peligroso,10,Reciclaje,0.004909627701095877,Dentro de la planta,Sí,331
2015-11-28,HAP,68,Hornos de Secado,139,21,26,No peligroso,10,Reciclaje,0.005132488290796178,En los alrededores,Sí,332
2015-11-29,NOx,13,Procesos de Pintura,108,17,10,Reciclable,10,Reciclaje,0.00820626588897569,En los alrededores,Sí,333
2015-11-30,NOx,94,Hornos de Secado,413,73,24,Reciclable,7,Incineración,0.0020513200706818715,En los alrededores,Sí,334
2015-12-01,CO2,21,Maquinaria de Ensamble,229,19,14,Reciclable,4,Reciclaje,0.006877882615090912,En los alrededores,Sí,335
2015-12-02,NOx,25,Procesos de Pintura,148,51,49,Peligroso,6,Incineración,0.005830285657084131,En los alrededores,Sí,336
2015-12-03,NOx,87,Maquinaria de Ensamble,125,81,13,Reciclable,7,Vertedero,0.004905847572349709,En los alrededores,Sí,337
2015-12-04,VOC,71,Hornos de Secado,486,90,40,Peligroso,7,Incineración,0.009679830143269938,En los alrededores,Sí,338
2015-12-05,HAP,23,Maquinaria de Ensamble,110,66,49,No peligroso,6,Vertedero,0.0033400008376451074,En los alrededores,Sí,339
2015-12-06,VOC,97,Hornos de Secado,149,40,29,No peligroso,5,Vertedero,0.003034357409619815,En los alrededores,Sí,340
2015-12-07,HAP,51,Procesos de Pintura,431,24,39,No peligroso,1,Vertedero,0.009104838128011924,En los alrededores,Sí,341
2015-12-08,NOx,100,Procesos de Pintura,251,69,17,Reciclable,9,Reciclaje,0.002534056809226546,En los alrededores,Sí,342
2015-12-09,VOC,52,Maquinaria de Ensamble,291,55,23,Reciclable,2,Reciclaje,0.009464058187094053,Dentro de la planta,Sí,343
2015-12-10,HAP,16,Procesos de Pintura,483,77,49,Reciclable,1,Vertedero,0.0071987335485664715,En los alrededores,Sí,344
2015-12-11,CO2,63,Procesos de Pintura,239,10,17,Reciclable,4,Reciclaje,0.009018941931496278,En los alrededores,Sí,345
2015-12-12,CO2,72,Hornos de Secado,361,65,24,Reciclable,6,Vertedero,0.007974075382136056,Dentro de la planta,Sí,346
2015-12-13,VOC,95,Procesos de Pintura,342,30,27,Peligroso,9,Reciclaje,0.00802624526581222,Dentro de la planta,Sí,347
2015-12-14,VOC,92,Procesos de Pintura,119,35,33,Reciclable,5,Incineración,0.007945331255034202,Dentro de la planta,Sí,348
2015-12-15,NOx,63,Hornos de Secado,212,11,14,No peligroso,8,Incineración,0.004683027263685902,Dentro de la planta,Sí,349
2015-12-16,NOx,18,Procesos de Pintura,355,86,11,Reciclable,7,Vertedero,0.007926034607830769,Dentro de la planta,Sí,350
2015-12-17,NOx,57,Procesos de Pintura,305,46,39,No peligroso,8,Reciclaje,0.00596797699989517,Dentro de la planta,Sí,351
2015-12-18,VOC,60,Hornos de Secado,286,21,19,Reciclable,4,Reciclaje,0.003537464099907154,En los alrededores,Sí,352
2015-12-19,NOx,17,Maquinaria de Ensamble,490,14,38,No peligroso,3,Vertedero,0.003418950297668279,En los alrededores,Sí,353
2015-12-20,VOC,48,Maquinaria de Ensamble,405,63,25,Reciclable,3,Incineración,0.001539282303874404,Dentro de la planta,Sí,354
2015-12-21,VOC,95,Maquinaria de Ensamble,222,53,37,Peligroso,8,Incineración,0.009218436260308667,En los alrededores,Sí,355
2015-12-22,CO2,54,Procesos de Pintura,475,97,45,No peligroso,1,Reciclaje,0.002555046138549709,En los alrededores,Sí,356
2015-12-23,HAP,81,Hornos de Secado,171,15,23,Peligroso,8,Vertedero,0.004081662457368391,Dentro de la planta,Sí,357
2015-12-24,HAP,33,Procesos de Pintura,470,89,10,Reciclable,3,Reciclaje,0.006310641012504114,Dentro de la planta,Sí,358
2015-12-25,HAP,92,Hornos de Secado,222,96,43,No peligroso,6,Reciclaje,0.00813789858444728,Dentro de la planta,Sí,359
2015-12-26,VOC,77,Maquinaria de Ensamble,149,18,17,Reciclable,10,Incineración,0.005456304847776816,En los alrededores,Sí,360
2015-12-27,HAP,13,Maquinaria de Ensamble,394,53,49,No peligroso,9,Incineración,0.0022127211824758807,En los alrededores,Sí,361
2015-12-28,NOx,96,Hornos de Secado,289,38,39,Peligroso,3,Reciclaje,0.007330492944233749,En los alrededores,Sí,362
2015-12-29,VOC,71,Maquinaria de Ensamble,380,11,48,No peligroso,1,Incineración,0.005176149695787573,En los alrededores,Sí,363
2015-12-30,VOC,76,Maquinaria de Ensamble,134,77,29,Reciclable,8,Reciclaje,0.007812676699384895,Dentro de la planta,Sí,364
2015-12-31,HAP,33,Maquinaria de Ensamble,269,83,15,No peligroso,10,Reciclaje,0.00101749255507928,Dentro de la planta,Sí,365
2016-01-01,CO2,22,Hornos de Secado,392,47,44,No peligroso,1,Reciclaje,0.005569750775565839,Dentro de la planta,Sí,366
2016-01-02,HAP,95,Procesos de Pintura,297,97,44,Peligroso,10,Reciclaje,0.005362663046867067,En los alrededores,Sí,367
2016-01-03,NOx,90,Hornos de Secado,235,80,41,No peligroso,1,Reciclaje,0.0026076089978549215,En los alrededores,Sí,368
2016-01-04,HAP,79,Hornos de Secado,391,16,41,Peligroso,3,Vertedero,0.007670089256201143,En los alrededores,Sí,369
